Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	Access + HMO	Local Access + HMO	Access + HMO Savenet
Blue Shield	Access + HMO Facility Coinsurance 25-25%	IN	Rx Family Deductible	 	Separate from Medical 	Access + HMO Facility Coinsurance 25-25%	Access + HMO Facility Coinsurance 25-25%	Access + HMO Facility Coinsurance 25-25%
Blue Shield	Access + HMO Facility Coinsurance 25-25%	IN	Skilled Nursing	25%	per day 100 visits per calendar year	Access + HMO Facility Coinsurance 25-25%	Access + HMO Facility Coinsurance 25-25%	Access + HMO Facility Coinsurance 25-25%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Individual Deductible	$0 		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Family Deductible	$0 		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Individual OOP Limit	"$3,500 "		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Family OOP Limit	"$7,000 "		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Co-insurance	60%		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	PCP	$40 	$50 for Access+ Specialist 	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Specialist	$40 		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Preventive Care	100%		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Physical Therapy	$40 		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Chiropractic Care		Rider available	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Inpatient Hospital	$100 	plus 40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Outpatient Facility	40%		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Outpatient Surgery	40%		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Lab/X-Ray	100%		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Advanced Radiology		TBD	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Emergency Room	$100 	waived if admitted	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Ambulance	$100 		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Urgent Care	$40 		Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Rx Generic	 	Separate from Medical 	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Rx Preferred	 	Separate from Medical 	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Rx Non-Preferred	 	Separate from Medical 	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Rx Specialty	 	Separate from Medical 	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Rx Mail Order	 	Separate from Medical 	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Rx Individual Deductible	 	Separate from Medical 	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Rx Family Deductible	 	Separate from Medical 	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Facility Coinsurance 40-40%	IN	Skilled Nursing	40%	per day 100 visits per calendar year	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%	Access + HMO Facility Coinsurance 40-40%
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Individual Deductible	$0 		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Family Deductible	$0 		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Individual OOP Limit	"$3,500 "		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Family OOP Limit	"$7,000 "		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Co-insurance	50%		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	PCP	$10 	$30 for Access+ Specialist 	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Specialist	$10 		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Preventive Care	100%		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Physical Therapy	$10 		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Chiropractic Care		Rider available	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Inpatient Hospital	50%		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Outpatient Facility	50%		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Outpatient Surgery	50%		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Lab/X-Ray	100%		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Advanced Radiology		TBD	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Emergency Room	$200 	waived if admitted	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Ambulance	$100 		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Urgent Care	$10 		Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Rx Generic		Separate from Medical 	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Rx Preferred	  	Separate from Medical 	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Rx Non-Preferred	 	Separate from Medical 	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Rx Specialty	 	Separate from Medical 	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Rx Mail Order	 	Separate from Medical 	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Rx Individual Deductible	 	Separate from Medical 	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Rx Family Deductible	 	Separate from Medical 	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Savenet 10-50% Zero Facility Deductible	IN	Skilled Nursing	50%	per day 100 visits per calendar year	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible	Access + HMO Savenet 10-50% Zero Facility Deductible
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Individual Deductible	$0 		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Family Deductible	$0 		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Individual OOP Limit	"$5,000 "		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Family OOP Limit	"$10,000 "		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Co-insurance	50%		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	PCP	$45 	$50 for Access+ Specialist 	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Specialist	$45 		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Preventive Care	100%		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Physical Therapy	$45 		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Chiropractic Care		Rider available	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Inpatient Hospital	50%		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Outpatient Facility	50%		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Outpatient Surgery	50%		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Lab/X-Ray	100%		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Advanced Radiology		TBD	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Emergency Room	$100 	waived if admitted	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Ambulance	$100 		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Urgent Care	$45 		Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Rx Generic		Separate from Medical 	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Rx Preferred	 	Separate from Medical 	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Rx Non-Preferred	 	Separate from Medical 	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Rx Specialty	 	Separate from Medical 	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Rx Mail Order	 	Separate from Medical 	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Rx Individual Deductible	 	Separate from Medical 	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Rx Family Deductible	 	Separate from Medical 	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Coinsurance 45-50%	IN	Skilled Nursing	50%	per day 100 visits per calendar year	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%	Access + HMO Facility Coinsurance 45-50%
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Individual Deductible	"$1,500 "	Per member	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Family Deductible	"$3,000 "		Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Individual OOP Limit	"$2,000 "	Per member (includes facility deductible) 	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Family OOP Limit	"$4,000 "		Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Co-insurance	90%		Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	PCP	$15 	$30 for Access+ Specialist 	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Specialist	$15 		Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Preventive Care	100%		Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Physical Therapy	$15 		Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Chiropractic Care		Rider available	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Inpatient Hospital	10%	After Deductible	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Outpatient Facility	10%	After Deductible	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Outpatient Surgery	10%	After Deductible	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Lab/X-Ray	100%		Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Advanced Radiology		TBD	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Emergency Room	$100 	waived if admitted	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Ambulance	$100 		Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Urgent Care	$15 		Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Rx Generic		Separate from Medical 	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Rx Preferred	 	Separate from Medical 	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Rx Non-Preferred	 	Separate from Medical 	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Rx Specialty	 	Separate from Medical 	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Rx Mail Order	 	Separate from Medical 	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Rx Individual Deductible	 	Separate from Medical 	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Rx Family Deductible	 	Separate from Medical 	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 15-10%/1500	IN	Skilled Nursing	10%	After deductible 100 visits per calendar year	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500	Access + HMO Facility Deductible 15-10%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Individual Deductible	"$1,500 "	Per member	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Family Deductible	"$3,000 "		Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Individual OOP Limit	"$2,500 "	Per member (includes facility deductible) 	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Family OOP Limit	"$5,000 "		Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Co-insurance	75%		Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	PCP	$20 	$35 for Access+ Specialist 	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Specialist	$20 		Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Preventive Care	100%		Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Physical Therapy	$20 		Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Chiropractic Care		Rider available	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Inpatient Hospital	25%	After deductible	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Outpatient Facility	25%	After deductible	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Outpatient Surgery	25%	After deductible	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Lab/X-Ray	100%		Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
