Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	HMO	HMO Excelcare	EOA	EOA Excelcare	S.CA Smartcare	N.CA Smartcare	Salud HMO y Mas Mexico	Salud HMO y Mas San Diego
Healthnet		IN	Preventive Care	100%									ANC
Healthnet		IN	Physical Therapy	$15 									ANC
Healthnet		IN	Chiropractic Care		Rider available								ANC
Healthnet		IN	Inpatient Hospital	20%									ANC
Healthnet		IN	Outpatient Facility	20%									ANC
Healthnet		IN	Outpatient Surgery	20%									ANC
Healthnet		IN	Lab/X-Ray	100%									ANC
Healthnet		IN	Advanced Radiology	100%									ANC
Healthnet		IN	Emergency Room	$50 	Waived if admitted								ANC
Healthnet		IN	Ambulance	$50 									ANC
Healthnet		IN	Urgent Care	$15 									ANC
Healthnet		IN	Rx Generic		Separate from Medical 								ANC
Healthnet		IN	Rx Preferred		Separate from Medical 								ANC
Healthnet		IN	Rx Non-Preferred		Separate from Medical 								ANC
Healthnet		IN	Rx Specialty		Separate from Medical 								ANC
Healthnet		IN	Rx Mail Order	2x									ANC
Healthnet	30/20%	IN	Individual Deductible	0								ANG	
Healthnet		IN	Family Deductible	0								ANG	
Healthnet		IN	Individual OOP Limit	"$1,500 "								ANG	
Healthnet		IN	Family OOP Limit	"$4,500 "								ANG	
Healthnet		IN	Co-insurance	100%								ANG	
Healthnet		IN	PCP	$5								ANG	
Healthnet			Specialist	$5								ANG	
Healthnet		IN	Preventive Care	100%								ANG	
Healthnet		IN	Physical Therapy	$5 								ANG	
Healthnet		IN	Chiropractic Care	N/A								ANG	
Healthnet		IN	Inpatient Hospital	100%								ANG	
Healthnet		IN	Outpatient Facility	100%								ANG	
Healthnet		IN	Outpatient Surgery	100%								ANG	
Healthnet		IN	Lab/X-Ray	100%								ANG	
Healthnet		IN	Advanced Radiology	100%								ANG	
Healthnet		IN	Emergency Room	$10 	Waived if admitted							ANG	
Healthnet		IN	Ambulance	100%								ANG	
Healthnet		IN	Urgent Care	$10 								ANG	
Healthnet		IN	Rx Generic	$5 								ANG	
Healthnet		IN	Rx Preferred	$5 								ANG	
Healthnet		IN	Rx Non-Preferred	$5 								ANG	
Healthnet		IN	Rx Specialty	N/A								ANG	
Healthnet		IN	Rx Mail Order	N/A								ANG	
Healthnet	30/20%	IN	Individual Deductible										ANJ
Healthnet		IN	Family Deductible	0									ANJ
Healthnet		IN	Individual OOP Limit	"$1,500 "									ANJ
Healthnet		IN	Family OOP Limit	"$4,500 "									ANJ
Healthnet		IN	Co-insurance	80%									ANJ
Healthnet		IN	PCP	$30									ANJ
Healthnet			Specialist	$30									ANJ
Healthnet		IN	Preventive Care	100%									ANJ
Healthnet		IN	Physical Therapy	$30 									ANJ
Healthnet		IN	Chiropractic Care		Rider available								ANJ
Healthnet		IN	Inpatient Hospital	20%									ANJ
Healthnet		IN	Outpatient Facility 	20%									ANJ
Healthnet		IN	Outpatient Surgery	20%									ANJ
Healthnet		IN	Lab/X-Ray	100%									ANJ
Healthnet		IN	Advanced Radiology	100%									ANJ
Healthnet		IN	Emergency Room	$50 	Waived if admitted								ANJ
Healthnet		IN	Ambulance	$50 									ANJ
Healthnet		IN	Urgent Care	$30 									ANJ
Healthnet		IN	Rx Generic		Separate from Medical 								ANJ
Healthnet		IN	Rx Preferred		Separate from Medical 								ANJ
Healthnet		IN	Rx Non-Preferred		Separate from Medical 								ANJ
Healthnet		IN	Rx Specialty		Separate from Medical 								ANJ
Healthnet		IN	Rx Mail Order	2x									ANJ
Healthnet	30/30%	IN	Individual Deductible	0								ANF	
Healthnet		IN	Family Deductible	0								ANF	
Healthnet		IN	Individual OOP Limit	"$1,500 "								ANF	
Healthnet		IN	Family OOP Limit	"$4,500 "								ANF	
Healthnet		IN	Co-insurance	100%								ANF	
Healthnet		IN	PCP	5								ANF	
Healthnet			Specialist	5								ANF	
Healthnet		IN	Preventive Care	100%								ANF	
Healthnet		IN	Physical Therapy	$5 								ANF	
Healthnet		IN	Chiropractic Care	N/A								ANF	
Healthnet		IN	Inpatient Hospital	100%								ANF	
Healthnet		IN	Outpatient Facility 	100%								ANF	
Healthnet		IN	Outpatient Surgery	100%								ANF	
Healthnet		IN	Lab/X-Ray	100%								ANF	
Healthnet		IN	Advanced Radiology	100%								ANF	
Healthnet		IN	Emergency Room	$10 	Waived if admitted							ANF	
Healthnet		IN	Ambulance	100%								ANF	
Healthnet		IN	Urgent Care	$10 								ANF	
Healthnet		IN	Rx Generic	$5 								ANF	
Healthnet		IN	Rx Preferred	$5 								ANF	
Healthnet		IN	Rx Non-Preferred	$5 								ANF	
Healthnet		IN	Rx Specialty	N/A								ANF	
Healthnet		IN	Rx Mail Order	N/A								ANF	
Healthnet	30/30%	IN	Individual Deductible										ANH
Healthnet		IN	Family Deductible	0									ANH
Healthnet		IN	Individual OOP Limit	"$1,500 "									ANH
Healthnet		IN	Family OOP Limit	"$4,500 "									ANH
Healthnet		IN	Co-insurance	70%									ANH
Healthnet		IN	PCP	$30									ANH
Healthnet			Specialist	$30									ANH
Healthnet		IN	Preventive Care	100%									ANH
Healthnet		IN	Physical Therapy	$30 									ANH
Healthnet		IN	Chiropractic Care		Rider available								ANH
Healthnet		IN	Inpatient Hospital	30%									ANH
Healthnet		IN	Outpatient Facility	30%									ANH
Healthnet		IN	Outpatient Surgery	30%									ANH
Healthnet		IN	Lab/X-Ray	100%									ANH
Healthnet		IN	Advanced Radiology	100%									ANH
Healthnet		IN	Emergency Room	$50 	Waived if admitted								ANH
Healthnet		IN	Ambulance	$50 									ANH
Healthnet		IN	Urgent Care	$30 									ANH
Healthnet		IN	Rx Generic		Separate from Medical 								ANH
Healthnet		IN	Rx Preferred		Separate from Medical 								ANH
Healthnet		IN	Rx Non-Preferred		Separate from Medical 								ANH
Healthnet		IN	Rx Specialty		Separate from Medical 								ANH
Healthnet		IN	Rx Mail Order	2x									ANH
