Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	Traditional	Select	Select +
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Outpatient Surgery	$125 	per occurance	Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Lab/X-Ray	100%		Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Advanced Radiology	$100 		Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Emergency Room	$150 	waived if admitted	Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Ambulance	$100 	per trip 	Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Urgent Care	$40 		Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Rx Generic	$15 		Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Rx Preferred	$30 		Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Rx Non-Preferred	$50 		Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Rx Specialty	30%	up to $150 maximum copay	Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Rx Mail Order	2x		Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Rx Individual Deductible			Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Rx Family Deductible			Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 20/40/250/ 3day	IN	Skilled Nursing	100%	100 visits per calendar year	Value 20/40/250/ 3day	Value 20/40/250/ 3day	Value 20/40/250/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Individual Deductible	$0 		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Family Deductible	$0 		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Individual OOP Limit	"$3,000 "		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Family OOP Limit	"$6,000 "		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Co-insurance	100%		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	PCP	$30 		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Specialist	$40 		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Preventive Care	100%		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Physical Therapy	$30 	"$40 in outpatient seeting, limited to 60-day period of care"	Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Chiropractic Care		Rider available	Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Inpatient Hospital	$500 	per day max 3 days	Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Outpatient Facility	$250 	per occurance	Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Outpatient Surgery	$250 	per occurance	Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Lab/X-Ray	100%		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Advanced Radiology	$100 		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Emergency Room	$150 	waived if admitted	Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Ambulance	$100 	per trip 	Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Urgent Care	$40 		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Rx Generic	$15 		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Rx Preferred	$30 		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Rx Non-Preferred	$50 		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Rx Specialty	30%	up to $150 maximum copay	Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Rx Mail Order	2x		Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Rx Individual Deductible			Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Rx Family Deductible			Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/500/ 3day	IN	Skilled Nursing	100%	100 visits per calendar year	Value 30/40/500/ 3day	Value 30/40/500/ 3day	Value 30/40/500/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Individual Deductible	$0 		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Family Deductible	$0 		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Individual OOP Limit	"$3,500 "		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Family OOP Limit	"$7,000 "		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Co-insurance	100%		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	PCP	$30 		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Specialist	$40 		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Preventive Care	100%		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Physical Therapy	$30 	"$40 in outpatient setting, limited to 60-day period of care"	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Chiropractic Care		Rider available	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Inpatient Hospital	$750 	per day max 3 days	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Outpatient Facility	$350 	per occurance	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Outpatient Surgery	$350 	per occurance	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Lab/X-Ray	100%		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Advanced Radiology	$100 		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Emergency Room	$150 	waived if admitted	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Ambulance	$100 	per trip 	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Urgent Care	$40 		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Rx Generic	$15 		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Rx Preferred	$30 	Rx deductible applies	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Rx Non-Preferred	$50 	Rx deductible applies	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Rx Specialty	30%	up to $150 maximum copay	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Rx Mail Order	2x		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Rx Individual Deductible	$150 		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Rx Family Deductible	$300 		Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/40/750/ 3day	IN	Skilled Nursing	100%	100 visits per calendar year	Value 30/40/750/ 3day	Value 30/40/750/ 3day	Value 30/40/750/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Individual Deductible	$0 		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Family Deductible	$0 		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Individual OOP Limit	"$3,500 "		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Family OOP Limit	"$7,000 "		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Co-insurance	100%		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	PCP	$30 		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Specialist	$45 		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Preventive Care	100%		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Physical Therapy	$30 	"$45 in outpatient seeting, limited to 60-day period of care"	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Chiropractic Care		Rider available	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Inpatient Hospital	"$1,000 "	per day max 3 days	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Outpatient Facility	$500 	per occurance	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Outpatient Surgery	$500 	per occurance	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Lab/X-Ray	100%		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Advanced Radiology	$100 		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Emergency Room	$150 	waived if admitted	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Ambulance	$100 	per trip 	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Urgent Care	$45 		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Rx Generic	$15 		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Rx Preferred	$30 	Rx deductible applies	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Rx Non-Preferred	$50 	Rx deductible applies	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Rx Specialty	30%	up to $150 maximum copay	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Rx Mail Order	2x		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Rx Individual Deductible	$250 		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Rx Family Deductible	$500 		Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value 30/45/1000/ 3day	IN	Skilled Nursing	100%	100 visits per calendar year	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day	Value 30/45/1000/ 3day
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Individual Deductible	$0 		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Family Deductible	$0 		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Individual OOP Limit	"$3,500 "		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Family OOP Limit	"$7,000 "		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Co-insurance	80%		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	PCP	$20 		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Specialist	$30 		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Preventive Care	100%		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Physical Therapy	$20 	"20% in outpatient seting, limited to 60-day period of care"	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Chiropractic Care		Rider available	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Inpatient Hospital	20%	per admit	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Outpatient Facility	20%	per occurance	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Outpatient Surgery	20%	per occurance	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Lab/X-Ray	100%		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Advanced Radiology	$100 		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Emergency Room	$200 	waived if admitted	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Ambulance	$100 	per trip 	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Urgent Care	$30 		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Rx Generic	$15 		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Rx Preferred	$30 		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Rx Non-Preferred	$50 		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Rx Specialty	30%	up to $150 maximum copay	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Rx Mail Order	2x		Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Rx Individual Deductible			Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Rx Family Deductible			Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 20/30/20%	IN	Skilled Nursing	20%	100 visits per calendar year	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%	Value Coinsurance HMO 20/30/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Individual Deductible	$0 		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Family Deductible	$0 		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Individual OOP Limit	"$4,000 "		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Family OOP Limit	"$8,000 "		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Co-insurance	80%		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	PCP	$25 		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Specialist	$40 		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Preventive Care	100%		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Physical Therapy	$25 	"20% in outpatient seting, limited to 60-day period of care"	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Chiropractic Care		Rider available	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Inpatient Hospital	20%	per admit	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Outpatient Facility	20%	per occurance	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Outpatient Surgery	20%	per occurance	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Lab/X-Ray	100%		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Advanced Radiology	$100 		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Emergency Room	$200 	waived if admitted	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Ambulance	$100 	per trip 	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Urgent Care	$40 		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Rx Generic	$15 		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Rx Preferred	$30 		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Rx Non-Preferred	$50 		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Rx Specialty	30%	up to $150 maximum copay	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Rx Mail Order	2x		Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Rx Individual Deductible			Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Rx Family Deductible			Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 25/40/20%	IN	Skilled Nursing	20%	100 visits per calendar year	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%	Value Coinsurance HMO 25/40/20%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Individual Deductible	$0 		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Family Deductible	$0 		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Individual OOP Limit	"$5,000 "		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Family OOP Limit	"$10,000 "		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Co-insurance	70%		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
