Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	HMO	AVN HMO	Basic HMO	Deductible HMO
Aetna	HMO Deductible 1000 $15/$25	IN	Emergency Room	$100 	After deductible			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Ambulance	$100 	After deductible			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Urgent Care	$35 	Deductible waived			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Rx Generic	$15 				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Rx Preferred	$25 				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Rx Non-Preferred	$40 				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Rx Specialty	20%	up to $150 maximum copay			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Rx Mail Order	2x				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Rx Individual Deductible					HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Rx Family Deductible					HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Skilled Nursing	N/A				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $20/$40	IN	Individual Deductible	"$1,000 "				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Family Deductible	"$2,000 "				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Individual OOP Limit	"$3,000 "	Rx copays/coinsurance not included 			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Family OOP Limit	"$6,000 "	Rx copays/coinsurance not included 			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Co-insurance	90%				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	PCP	$20 				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Specialist	$40 				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Preventive Care	100%				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Physical Therapy	$40 	30 visits per calendar year			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Chiropractic Care	$15 	20 visits per calendar year			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Inpatient Hospital	10%	After deductible			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Outpatient Facility	100%	After deductible			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Outpatient Surgery	10%	After deductible			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Lab/X-Ray	$40 				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Advanced Radiology	$150 	Deductible waived			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Emergency Room	$100 	After deductible			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Ambulance	$100 	After deductible			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Urgent Care	$35 	Deductible waived			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Rx Generic	$15 				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Rx Preferred	$25 				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Rx Non-Preferred	$40 				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Rx Specialty	20%	up to $150 maximum copay			HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Rx Mail Order	2x				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Rx Individual Deductible					HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Rx Family Deductible					HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $20/$40	IN	Skilled Nursing	N/A				HMO Deductible 1000 $20/$40	HMO Deductible 1000 $20/$40
Aetna	HMO Deductible 1000 $30/$50	IN	Individual Deductible	"$1,000 "				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Family Deductible	"$2,000 "				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Individual OOP Limit	"$3,500 "	Rx copays/coinsurance not included 			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Family OOP Limit	"$7,000 "	Rx copays/coinsurance not included 			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Co-insurance	80%				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	PCP	$30 				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Specialist	$50 				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Preventive Care	100%				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Physical Therapy	$50 	30 visits per calendar year			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Chiropractic Care	$15 	20 visits per calendar year			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Inpatient Hospital	20%	After deductible			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Outpatient Facility	100%	After deductible			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Outpatient Surgery	20%	After deductible			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Lab/X-Ray	$50 				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Advanced Radiology	$150 	Deductible waived			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Emergency Room	$100 	After deductible			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Ambulance	$100 	After deductible			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Urgent Care	$35 	Deductible waived			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Rx Generic	$15 				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Rx Preferred	$25 				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Rx Non-Preferred	$40 				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Rx Specialty	20%	up to $150 maximum copay			HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Rx Mail Order	2x				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Rx Individual Deductible					HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Rx Family Deductible					HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1000 $30/$50	IN	Skilled Nursing	N/A				HMO Deductible 1000 $30/$50	
Aetna	HMO Deductible 1500 $10/$20	IN	Individual Deductible	"$1,500 "				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Family Deductible	"$3,000 "				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Individual OOP Limit	"$2,500 "	Rx copays/coinsurance not included 			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Family OOP Limit	"$5,000 "	Rx copays/coinsurance not included 			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Co-insurance	100%				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	PCP	$10 				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Specialist	$20 				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Physical Therapy	$20 	30 visits per calendar year			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Chiropractic Care	$15 	20 visits per calendar year			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Inpatient Hospital	$250 	per day day max 3 days after deductible			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Outpatient Facility	100%	After deductible			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Outpatient Surgery	$150 	After deductible			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Lab/X-Ray	$20 				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Advanced Radiology	$150 	Deductible waived			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Emergency Room	$100 	after deductible			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Ambulance	$100 	after deductible			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Urgent Care	$35 	Deductible waived			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Rx Generic	$10 				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Rx Preferred	$20 				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Rx Non-Preferred	$35 				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Rx Specialty	20%	up to $150 maximum copay			HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Rx Mail Order	2x				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Rx Individual Deductible					HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Rx Family Deductible					HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 1500 $10/$20	IN	Skilled Nursing	N/A				HMO Deductible 1500 $10/$20	HMO Deductible 1500 $10/$20
Aetna	HMO Deductible 2000 $40/$60	IN	Individual Deductible	"$2,000 "				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Family Deductible	"$4,000 "				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Individual OOP Limit	"$5,000 "	Rx copays/coinsurance not included 			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Family OOP Limit	"$10,000 "	Rx copays/coinsurance not included 			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Co-insurance	100%				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	PCP	$40 				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Specialist	$60 				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Physical Therapy	$60 	30 visits per calendar year			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Chiropractic Care	$15 	20 visits per calendar year			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Inpatient Hospital	$500 	Per day max 3 days after deductible			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Outpatient Facility	$650 	after deductible			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Outpatient Surgery	$750 	after deductible			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Lab/X-Ray	$60 				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Advanced Radiology	$150 	Deductible waived			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Emergency Room	$100 	after deductible			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Ambulance	$100 	after deductible			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Urgent Care	$35 	Deductible waived			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Rx Generic	$20 				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Rx Preferred	$35 				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Rx Non-Preferred	$50 				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Rx Specialty	20%	up to $150 maximum copay			HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Rx Mail Order	2x				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Rx Individual Deductible					HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Rx Family Deductible					HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 2000 $40/$60	IN	Skilled Nursing	N/A				HMO Deductible 2000 $40/$60	HMO Deductible 2000 $40/$60
Aetna	HMO Deductible 5500 50%	IN	Individual Deductible	"$5,500 "				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Family Deductible	"$11,000 "				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Individual OOP Limit	"$6,350 "	Rx copays/coinsurance not included 			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Family OOP Limit	"$12,700 "	Rx copays/coinsurance not included 			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Co-insurance	50%				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	PCP	$50 				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Specialist	$75 				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Preventive Care	100%				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Physical Therapy	$75 	30 visits per calendar year			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Chiropractic Care	$15 	20 visits per calendar year			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Inpatient Hospital	50%	After deductible			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Outpatient Facility	50%	After deductible			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Outpatient Surgery	50%	After deductible			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Lab/X-Ray	$75 				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Advanced Radiology	$150 	Deductible waived			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Emergency Room	$100 	after deductible			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Ambulance	$100 	after deductible			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Urgent Care	$35 	Deductible waived			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Rx Generic	$20 				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Rx Preferred	$35 				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Rx Non-Preferred	$50 				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Rx Specialty	20%	up to $150 maximum copay			HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Rx Mail Order	2x				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Rx Individual Deductible					HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Rx Family Deductible					HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO Deductible 5500 50%	IN	Skilled Nursing	N/A				HMO Deductible 5500 50%	HMO Deductible 5500 50%
Aetna	HMO HRA 500	IN	Individual Deductible	$500 	$250 Fund				HMO HRA 500
Aetna	HMO HRA 500	IN	Family Deductible	"$1,000 "	$500 Fund				HMO HRA 500
Aetna	HMO HRA 500	IN	Individual OOP Limit	"$3,000 "	Rx copays/coinsurance not included 				HMO HRA 500
Aetna	HMO HRA 500	IN	Family OOP Limit	"$6,000 "	Rx copays/coinsurance not included 				HMO HRA 500
Aetna	HMO HRA 500	IN	Co-insurance	90%					HMO HRA 500
Aetna	HMO HRA 500	IN	PCP	$10 					HMO HRA 500
Aetna	HMO HRA 500	IN	Specialist	$25 					HMO HRA 500
Aetna	HMO HRA 500	IN	Preventive Care	100%					HMO HRA 500
Aetna	HMO HRA 500	IN	Physical Therapy	$25 	30 visits per calendar year				HMO HRA 500
Aetna	HMO HRA 500	IN	Chiropractic Care	$15 	20 visits per calendar year				HMO HRA 500
Aetna	HMO HRA 500	IN	Inpatient Hospital	10%	After deductible				HMO HRA 500
Aetna	HMO HRA 500	IN	Outpatient Facility	$250 	After deductible				HMO HRA 500
Aetna	HMO HRA 500	IN	Outpatient Surgery	10%	after deductible				HMO HRA 500
Aetna	HMO HRA 500	IN	Lab/X-Ray	$25 					HMO HRA 500
Aetna	HMO HRA 500	IN	Advanced Radiology	$150 	Deductible waived				HMO HRA 500
Aetna	HMO HRA 500	IN	Emergency Room	$100 	After deductible				HMO HRA 500
Aetna	HMO HRA 500	IN	Ambulance	$100 	After deductible				HMO HRA 500
Aetna	HMO HRA 500	IN	Urgent Care	$35 	Deductible waived				HMO HRA 500
Aetna	HMO HRA 500	IN	Rx Generic	$10 					HMO HRA 500
Aetna	HMO HRA 500	IN	Rx Preferred	$30 					HMO HRA 500
Aetna	HMO HRA 500	IN	Rx Non-Preferred	$50 					HMO HRA 500
Aetna	HMO HRA 500	IN	Rx Specialty	20%	up to $150 maximum copay				HMO HRA 500
Aetna	HMO HRA 500	IN	Rx Mail Order	2x					HMO HRA 500
Aetna	HMO HRA 500	IN	Rx Individual Deductible						HMO HRA 500
Aetna	HMO HRA 500	IN	Rx Family Deductible						HMO HRA 500
Aetna	HMO HRA 500	IN	Skilled Nursing	N/A					HMO HRA 500
Aetna	HMO HRA 750	IN	Individual Deductible	$750 	$250 Fund				HMO HRA 750
Aetna	HMO HRA 750	IN	Family Deductible	"$1,500 "	$500 Fund				HMO HRA 750
Aetna	HMO HRA 750	IN	Individual OOP Limit	"$2,000 "	Rx copays/coinsurance not included 				HMO HRA 750
Aetna	HMO HRA 750	IN	Family OOP Limit	"$4,000 "	Rx copays/coinsurance not included 				HMO HRA 750
Aetna	HMO HRA 750	IN	Co-insurance	90%					HMO HRA 750
Aetna	HMO HRA 750	IN	PCP	$15 					HMO HRA 750
Aetna	HMO HRA 750	IN	Specialist	$25 					HMO HRA 750
Aetna	HMO HRA 750	IN	Preventive Care	100%					HMO HRA 750
Aetna	HMO HRA 750	IN	Physical Therapy	$25 	30 visits per calendar year				HMO HRA 750
Aetna	HMO HRA 750	IN	Chiropractic Care	$15 	20 visits per calendar year				HMO HRA 750
Aetna	HMO HRA 750	IN	Inpatient Hospital	$250 	After deductible				HMO HRA 750
Aetna	HMO HRA 750	IN	Outpatient Facility	$150 	After deductible				HMO HRA 750
Aetna	HMO HRA 750	IN	Outpatient Surgery	$250 	After deductible				HMO HRA 750
Aetna	HMO HRA 750	IN	Lab/X-Ray	$25 					HMO HRA 750
Aetna	HMO HRA 750	IN	Advanced Radiology	$150 	Deductible waived				HMO HRA 750
Aetna	HMO HRA 750	IN	Emergency Room	$100 	After deductible				HMO HRA 750
Aetna	HMO HRA 750	IN	Ambulance	$100 	After deductible				HMO HRA 750
Aetna	HMO HRA 750	IN	Urgent Care	$35 	Deductible waived				HMO HRA 750
Aetna	HMO HRA 750	IN	Rx Generic	$10 					HMO HRA 750
Aetna	HMO HRA 750	IN	Rx Preferred	$20 					HMO HRA 750
Aetna	HMO HRA 750	IN	Rx Non-Preferred	$40 					HMO HRA 750
Aetna	HMO HRA 750	IN	Rx Specialty	20%	up to $150 maximum copay				HMO HRA 750
Aetna	HMO HRA 750	IN	Rx Mail Order	2x					HMO HRA 750
Aetna	HMO HRA 750	IN	Rx Individual Deductible						HMO HRA 750
Aetna	HMO HRA 750	IN	Rx Family Deductible						HMO HRA 750
Aetna	HMO HRA 750	IN	Skilled Nursing	N/A					HMO HRA 750
Aetna	HMO HRA 1000	IN	Individual Deductible	"$1,000 "	$250 Fund				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Family Deductible	"$2,000 "	$500 Fund				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Individual OOP Limit	"$3,000 "	Rx copays/coinsurance not included 				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Family OOP Limit	"$6,000 "	Rx copays/coinsurance not included 				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Co-insurance	100%					HMO HRA 1000
Aetna	HMO HRA 1000	IN	PCP	$25 					HMO HRA 1000
Aetna	HMO HRA 1000	IN	Specialist	$40 					HMO HRA 1000
Aetna	HMO HRA 1000	IN	Preventive Care	100%					HMO HRA 1000
Aetna	HMO HRA 1000	IN	Physical Therapy	$40 	30 visits per calendar year				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Chiropractic Care	$15 	20 visits per calendar year				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Inpatient Hospital	$500 	After deductible				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Outpatient Facility	$300 	After deductible				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Outpatient Surgery	$500 	After deductible				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Lab/X-Ray	$40 					HMO HRA 1000
Aetna	HMO HRA 1000	IN	Advanced Radiology	$150 	Deductible waived				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Emergency Room	$100 	After deductible				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Ambulance	$100 	After deductible				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Urgent Care	$35 	Deductible waived				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Rx Generic	$15 					HMO HRA 1000
Aetna	HMO HRA 1000	IN	Rx Preferred	$25 					HMO HRA 1000
Aetna	HMO HRA 1000	IN	Rx Non-Preferred	$40 					HMO HRA 1000
Aetna	HMO HRA 1000	IN	Rx Specialty	20%	up to $150 maximum copay				HMO HRA 1000
Aetna	HMO HRA 1000	IN	Rx Mail Order	2x					HMO HRA 1000
Aetna	HMO HRA 1000	IN	Rx Individual Deductible						HMO HRA 1000
Aetna	HMO HRA 1000	IN	Rx Family Deductible						HMO HRA 1000
Aetna	HMO HRA 1000	IN	Skilled Nursing	N/A					HMO HRA 1000
