Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	Signature	Advantage	Alliance
United Health Care		IN	Preventive Care	100%		KIK	KR1	KVR
United Health Care		IN	Physical Therapy	$40 		KIK	KR1	KVR
United Health Care		IN	Chiropractic Care		Rider available	KIK	KR1	KVR
United Health Care		IN	Inpatient Hospital	30%	AFTER DEDUCTIBLE	KIK	KR1	KVR
United Health Care		IN	Outpatient Facility	30%	AFTER DEDUCTIBLE	KIK	KR1	KVR
United Health Care		IN	Outpatient Surgery	30%	AFTER DEDUCTIBLE	KIK	KR1	KVR
United Health Care		IN	Lab/X-Ray	100%		KIK	KR1	KVR
United Health Care		IN	Advanced Radiology	$100 		KIK	KR1	KVR
United Health Care		IN	Emergency Room	$150 	Waived if admitted	KIK	KR1	KVR
United Health Care		IN	Ambulance	$100 		KIK	KR1	KVR
United Health Care		IN	Urgent Care	$40 		KIK	KR1	KVR
United Health Care		IN	Rx Generic		Separate from Medical 	KIK	KR1	KVR
United Health Care		IN	Rx Preferred		Separate from Medical 	KIK	KR1	KVR
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KIK	KR1	KVR
United Health Care		IN	Rx Specialty		Separate from Medical 	KIK	KR1	KVR
United Health Care		IN	Rx Mail Order	2x		KIK	KR1	KVR
United Health Care		IN	Individual Deductible	"$1,500 "		KIN	KR4	KVU
United Health Care		IN	Family Deductible	"$3,000 "		KIN	KR4	KVU
United Health Care		IN	Individual OOP Limit	"$5,000 "		KIN	KR4	KVU
United Health Care		IN	Family OOP Limit	"$10,000 "		KIN	KR4	KVU
United Health Care		IN	Co-insurance	30%	AFTER DEDUCTIBLE	KIN	KR4	KVU
United Health Care		IN	PCP	$25		KIN	KR4	KVU
United Health Care			Specialist	$40		KIN	KR4	KVU
United Health Care		IN	Preventive Care	100%		KIN	KR4	KVU
United Health Care		IN	Physical Therapy	$40 		KIN	KR4	KVU
United Health Care		IN	Chiropractic Care		Rider available	KIN	KR4	KVU
United Health Care		IN	Inpatient Hospital	30%	AFTER DEDUCTIBLE	KIN	KR4	KVU
United Health Care		IN	Outpatient Facility	30%	AFTER DEDUCTIBLE	KIN	KR4	KVU
United Health Care		IN	Outpatient Surgery	30%	AFTER DEDUCTIBLE	KIN	KR4	KVU
United Health Care		IN	Lab/X-Ray	100%		KIN	KR4	KVU
United Health Care		IN	Advanced Radiology	$100 		KIN	KR4	KVU
United Health Care		IN	Emergency Room	$150 	Waived if admitted	KIN	KR4	KVU
United Health Care		IN	Ambulance	$100 		KIN	KR4	KVU
United Health Care		IN	Urgent Care	$40 		KIN	KR4	KVU
United Health Care		IN	Rx Generic		Separate from Medical 	KIN	KR4	KVU
United Health Care		IN	Rx Preferred		Separate from Medical 	KIN	KR4	KVU
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KIN	KR4	KVU
United Health Care		IN	Rx Specialty		Separate from Medical 	KIN	KR4	KVU
United Health Care		IN	Rx Mail Order	2x		KIN	KR4	KVU
United Health Care		IN	Rx Individual Deductible			KIN	KR4	KVU
United Health Care		IN	Rx Family Deductible			KIN	KR4	KVU
United Health Care		IN	Skilled Nursing			KIN	KR4	KVU
United Health Care		IN	Individual Deductible	"$2,000 "		KIQ	KR7	KVX
United Health Care		IN	Family Deductible	"$4,000 "		KIQ	KR7	KVX
United Health Care		IN	Individual OOP Limit	"$5,000 "		KIQ	KR7	KVX
United Health Care		IN	Family OOP Limit	"$1,000 "		KIQ	KR7	KVX
United Health Care		IN	Co-insurance	30%	AFTER DEDUCTIBLE	KIQ	KR7	KVX
United Health Care		IN	PCP	$45		KIQ	KR7	KVX
United Health Care			Specialist	$60		KIQ	KR7	KVX
United Health Care		IN	Preventive Care	100%		KIQ	KR7	KVX
United Health Care		IN	Physical Therapy	$60 		KIQ	KR7	KVX
United Health Care		IN	Chiropractic Care		Rider available	KIQ	KR7	KVX
United Health Care		IN	Inpatient Hospital	30%	AFTER DEDUCTIBLE	KIQ	KR7	KVX
United Health Care		IN	Outpatient Facility	30%	AFTER DEDUCTIBLE	KIQ	KR7	KVX
United Health Care		IN	Outpatient Surgery	30%	AFTER DEDUCTIBLE	KIQ	KR7	KVX
United Health Care		IN	Lab/X-Ray	100%		KIQ	KR7	KVX
United Health Care		IN	Advanced Radiology	$100 		KIQ	KR7	KVX
United Health Care		IN	Emergency Room	$150 	Waived if admitted	KIQ	KR7	KVX
United Health Care		IN	Ambulance	$100 		KIQ	KR7	KVX
United Health Care		IN	Urgent Care	$60 		KIQ	KR7	KVX
United Health Care		IN	Rx Generic		Separate from Medical 	KIQ	KR7	KVX
United Health Care		IN	Rx Preferred		Separate from Medical 	KIQ	KR7	KVX
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KIQ	KR7	KVX
United Health Care		IN	Rx Specialty		Separate from Medical 	KIQ	KR7	KVX
United Health Care		IN	Rx Mail Order	2x		KIQ	KR7	KVX
United Health Care		IN	Rx Individual Deductible			KIQ	KR7	KVX
United Health Care		IN	Rx Family Deductible			KIQ	KR7	KVX
United Health Care		IN	Skilled Nursing			KIQ	KR7	KVX
United Health Care		IN	Individual Deductible	"$3,000 "		KIT	KP0	KW1
United Health Care		IN	Family Deductible	"$6,000 "		KIT	KP0	KW1
United Health Care		IN	Individual OOP Limit	"$6,000 "		KIT	KP0	KW1
United Health Care		IN	Family OOP Limit	"$12,000 "		KIT	KP0	KW1
United Health Care		IN	Co-insurance	30%	AFTER DEDUCTIBLE	KIT	KP0	KW1
United Health Care		IN	PCP	$45		KIT	KP0	KW1
United Health Care			Specialist	$60		KIT	KP0	KW1
United Health Care		IN	Preventive Care	100%		KIT	KP0	KW1
United Health Care		IN	Physical Therapy	$60 		KIT	KP0	KW1
United Health Care		IN	Chiropractic Care		Rider available	KIT	KP0	KW1
United Health Care		IN	Outpatient Facility	30%	AFTER DEDUCTIBLE	KIT	KP0	KW1
United Health Care		IN	Inpatient Hospital	30%	AFTER DEDUCTIBLE	KIT	KP0	KW1
United Health Care		IN	Outpatient Surgery	30%	AFTER DEDUCTIBLE	KIT	KP0	KW1
United Health Care		IN	Lab/X-Ray	100%		KIT	KP0	KW1
United Health Care		IN	Advanced Radiology	$100 		KIT	KP0	KW1
United Health Care		IN	Emergency Room	$150 	Waived if admitted	KIT	KP0	KW1
United Health Care		IN	Ambulance	$100 		KIT	KP0	KW1
United Health Care		IN	Urgent Care	$60 		KIT	KP0	KW1
United Health Care		IN	Rx Generic		Separate from Medical 	KIT	KP0	KW1
United Health Care		IN	Rx Preferred		Separate from Medical 	KIT	KP0	KW1
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KIT	KP0	KW1
United Health Care		IN	Rx Specialty		Separate from Medical 	KIT	KP0	KW1
United Health Care		IN	Rx Mail Order	2x		KIT	KP0	KW1
United Health Care	H.S.A-ELLIGIBLE 	IN	Individual Deductible	"$1,500 "				KW4
United Health Care		IN	Family Deductible	"$3,000 "				KW4
United Health Care		IN	Individual OOP Limit	"$3,000 "				KW4
United Health Care		IN	Family OOP Limit	"$6,000 "				KW4
United Health Care		IN	Co-insurance	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	PCP	10%	AFTER DEDUCTIBLE			KW4
United Health Care			Specialist	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	Preventive Care	100%				KW4
United Health Care		IN	Physical Therapy	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	Chiropractic Care		Rider available			KW4
United Health Care		IN	Inpatient Hospital	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	Outpatient Facility	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	Outpatient Surgery	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	Lab/X-Ray	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	Advanced Radiology	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	Emergency Room	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	Ambulance	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	Urgent Care	10%	AFTER DEDUCTIBLE			KW4
United Health Care		IN	Rx Generic		Separate from Medical 			KW4
United Health Care		IN	Rx Preferred		Separate from Medical 			KW4
United Health Care		IN	Rx Non-Preferred		Separate from Medical 			KW4
United Health Care		IN	Rx Specialty		Separate from Medical 			KW4
United Health Care		IN	Rx Mail Order	2x				KW4
United Health Care		IN	Rx Individual Deductible					KW4
United Health Care		IN	Rx Family Deductible					KW4
United Health Care		IN	Skilled Nursing					KW4
United Health Care	H.S.A-ELLIGIBLE 	IN	Individual Deductible	"$2,000 "				KW7
United Health Care		IN	Family Deductible	"$4,000 "				KW7
United Health Care		IN	Individual OOP Limit	"$4,000 "				KW7
United Health Care		IN	Family OOP Limit	"$8,000 "				KW7
United Health Care		IN	Co-insurance	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	PCP	20%	AFTER DEDUCTIBLE			KW7
United Health Care			Specialist	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	Preventive Care	100%				KW7
United Health Care		IN	Physical Therapy	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	Chiropractic Care		Rider available			KW7
United Health Care		IN	Inpatient Hospital	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	Outpatient Facility	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	Outpatient Surgery	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	Lab/X-Ray	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	Advanced Radiology	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	Emergency Room	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	Ambulance	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	Urgent Care	20%	AFTER DEDUCTIBLE			KW7
United Health Care		IN	Rx Generic		Separate from Medical 			KW7
United Health Care		IN	Rx Preferred		Separate from Medical 			KW7
United Health Care		IN	Rx Non-Preferred		Separate from Medical 			KW7
United Health Care		IN	Rx Specialty		Separate from Medical 			KW7
United Health Care		IN	Rx Mail Order	2x				KW7
United Health Care		IN	Rx Individual Deductible					KW7
United Health Care		IN	Rx Family Deductible					KW7
United Health Care		IN	Skilled Nursing					KW7
United Health Care	H.S.A-ELLIGIBLE 	IN	Individual Deductible	"$3,000 "				KWG
United Health Care		IN	Family Deductible	"$6,000 "				KWG
United Health Care		IN	Individual OOP Limit	"$6,000 "				KWG
United Health Care		IN	Family OOP Limit	"$12,000 "				KWG
United Health Care		IN	Co-insurance	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	PCP	20%	AFTER DEDUCTIBLE			KWG
United Health Care			Specialist	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	Preventive Care	100%				KWG
United Health Care		IN	Physical Therapy	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	Chiropractic Care		Rider available			KWG
United Health Care		IN	Inpatient Hospital	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	Outpatient Facility	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	Outpatient Surgery	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	Lab/X-Ray	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	Advanced Radiology	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	Emergency Room	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	Ambulance	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	Urgent Care	20%	AFTER DEDUCTIBLE			KWG
United Health Care		IN	Rx Generic		Separate from Medical 			KWG
United Health Care		IN	Rx Preferred		Separate from Medical 			KWG
United Health Care		IN	Rx Non-Preferred		Separate from Medical 			KWG
United Health Care		IN	Rx Specialty		Separate from Medical 			KWG
United Health Care		IN	Rx Mail Order	2x				KWG
United Health Care		IN	Rx Individual Deductible					KWG
United Health Care		IN	Rx Family Deductible					KWG
United Health Care		IN	Skilled Nursing					KWG
United Health Care	H.R.A ELLIGIBLE	IN	Individual Deductible	"$1,500 "				KWK
United Health Care		IN	Family Deductible	"$3,000 "				KWK
United Health Care		IN	Individual OOP Limit	"$4,000 "				KWK
United Health Care		IN	Family OOP Limit	"$8,000 "				KWK
United Health Care		IN	Co-insurance	10%	AFTER DEDUCTIBLE			KWK
United Health Care		IN	PCP	$35	AFTER DEDUCTIBLE			KWK
United Health Care			Specialist	$45	AFTER DEDUCTIBLE			KWK
United Health Care		IN	Preventive Care	100%				KWK
United Health Care		IN	Physical Therapy	$50 	AFTER DEDUCTIBLE			KWK
United Health Care		IN	Chiropractic Care		Rider available			KWK
United Health Care		IN	Inpatient Hospital	10%	AFTER DEDUCTIBLE			KWK
United Health Care		IN	Outpatient Facility	10%	AFTER DEDUCTIBLE			KWK
United Health Care		IN	Outpatient Surgery	10%	AFTER DEDUCTIBLE			KWK
United Health Care		IN	Lab/X-Ray	10%	AFTER DEDUCTIBLE			KWK
United Health Care		IN	Advanced Radiology	10%	AFTER DEDUCTIBLE			KWK
United Health Care		IN	Emergency Room	10%	AFTER DEDUCTIBLE			KWK
United Health Care		IN	Ambulance	10%	AFTER DEDUCTIBLE			KWK
United Health Care		IN	Urgent Care	$45 	AFTER DEDUCTIBLE			KWK
United Health Care		IN	Rx Generic		Separate from Medical 			KWK
United Health Care		IN	Rx Preferred		Separate from Medical 			KWK
United Health Care		IN	Rx Non-Preferred		Separate from Medical 			KWK
United Health Care		IN	Rx Specialty		Separate from Medical 			KWK
United Health Care		IN	Rx Mail Order	2x				KWK
United Health Care		IN	Rx Individual Deductible					KWK
United Health Care		IN	Rx Family Deductible					KWK
United Health Care		IN	Skilled Nursing					KWK
United Health Care	H.R.A ELLIGIBLE	IN	Individual Deductible	"$2,000 "				KWN
United Health Care		IN	Family Deductible	"$4,000 "				KWN
United Health Care		IN	Individual OOP Limit	"$5,000 "				KWN
United Health Care		IN	Family OOP Limit	"$10,000 "				KWN
United Health Care		IN	Co-insurance	20%	AFTER DEDUCTIBLE			KWN
United Health Care		IN	PCP	$35	AFTER DEDUCTIBLE			KWN
United Health Care			Specialist	$50	AFTER DEDUCTIBLE			KWN
United Health Care		IN	Preventive Care	100%				KWN
United Health Care		IN	Physical Therapy	$50 	AFTER DEDUCTIBLE			KWN
United Health Care		IN	Chiropractic Care		Rider available			KWN
United Health Care		IN	Inpatient Hospital	20%	AFTER DEDUCTIBLE			KWN
United Health Care		IN	Outpatient Facility	20%	AFTER DEDUCTIBLE			KWN
United Health Care		IN	Outpatient Surgery	20%	AFTER DEDUCTIBLE			KWN
United Health Care		IN	Lab/X-Ray	20%	AFTER DEDUCTIBLE			KWN
United Health Care		IN	Advanced Radiology	20%	AFTER DEDUCTIBLE			KWN
United Health Care		IN	Emergency Room	20%	AFTER DEDUCTIBLE			KWN
United Health Care		IN	Ambulance	20%	AFTER DEDUCTIBLE			KWN
United Health Care		IN	Urgent Care	$50 	AFTER DEDUCTIBLE			KWN
United Health Care		IN	Rx Generic		Separate from Medical 			KWN
United Health Care		IN	Rx Preferred		Separate from Medical 			KWN
United Health Care		IN	Rx Non-Preferred		Separate from Medical 			KWN
United Health Care		IN	Rx Specialty		Separate from Medical 			KWN
United Health Care		IN	Rx Mail Order	2x				KWN
United Health Care		IN	Rx Individual Deductible					KWN
United Health Care		IN	Rx Family Deductible					KWN
United Health Care		IN	Skilled Nursing					KWN
United Health Care	H.R.A ELLIGIBLE	IN	Individual Deductible	"$3,000 "				KWQ
United Health Care		IN	Family Deductible	"$6,000 "				KWQ
United Health Care		IN	Individual OOP Limit	"$6,000 "				KWQ
United Health Care		IN	Family OOP Limit	"$12,000 "				KWQ
United Health Care		IN	Co-insurance	30%	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	PCP	$40	AFTER DEDUCTIBLE			KWQ
United Health Care			Specialist	$55	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	Preventive Care	100%				KWQ
United Health Care		IN	Physical Therapy	$55 	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	Chiropractic Care		Rider available			KWQ
United Health Care		IN	Inpatient Hospital	30%	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	Outpatient Facility	30%	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	Outpatient Surgery	30%	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	Lab/X-Ray	30%	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	Advanced Radiology	30%	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	Emergency Room	30%	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	Ambulance	30%	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	Urgent Care	$55 	AFTER DEDUCTIBLE			KWQ
United Health Care		IN	Rx Generic		Separate from Medical 			KWQ
United Health Care		IN	Rx Preferred		Separate from Medical 			KWQ
United Health Care		IN	Rx Non-Preferred		Separate from Medical 			KWQ
United Health Care		IN	Rx Specialty		Separate from Medical 			KWQ
United Health Care		IN	Rx Mail Order	2x				KWQ
United Health Care		IN	Rx Individual Deductible					KWQ
United Health Care		IN	Rx Family Deductible					KWQ
United Health Care		IN	Skilled Nursing					KWQ
